heure,pseudo,contexte,composant,evenement
2024-10-05 17:15:31,117,Test: Quiz Leçon 5,Test,Tentative de test commencée
2024-10-05 17:16:18,117,Test: Quiz Leçon 5,Test,Tentative de test modifiée
2024-10-05 17:16:19,117,Test: Quiz Leçon 5,Test,Résumé de tentative de test consulté
2024-10-05 17:16:23,117,Test: Quiz Leçon 5,Test,Tentative de test envoyée
2024-10-05 17:16:24,117,Test: Quiz Leçon 5,Test,Tentative de test relue
2024-10-05 17:22:21,430,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-10-05 17:22:27,430,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-10-05 17:24:05,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 17:42:45,430,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-10-05 17:42:51,430,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-10-05 17:42:51,430,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-10-05 17:47:55,430,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test enregistrée automatiquement
2024-10-05 17:52:02,430,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-10-05 17:52:03,430,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-10-05 17:52:10,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-05 17:52:10,430,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-10-05 17:52:11,430,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-10-05 17:56:22,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 18:15:12,430,Test: Test : Ch. 3 – Les itérations,Test,Module de cours consulté
2024-10-05 18:15:16,430,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test consultée
2024-10-05 18:15:16,430,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test commencée
2024-10-05 18:20:31,430,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test enregistrée automatiquement
2024-10-05 18:20:51,430,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test modifiée
2024-10-05 18:20:52,430,Test: Test : Ch. 3 – Les itérations,Test,Résumé de tentative de test consulté
2024-10-05 18:20:58,430,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test envoyée
2024-10-05 18:20:58,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-05 18:20:59,430,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test relue
2024-10-05 18:23:45,430,Test: Test : Ch. 3 – Les itérations,Test,Module de cours consulté
2024-10-05 18:24:05,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 18:43:26,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 18:43:36,617,URL: intro,URL,Module de cours consulté
2024-10-05 18:46:06,617,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-10-05 18:46:13,617,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-10-05 18:46:13,617,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-10-05 18:51:14,617,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-10-05 18:51:15,617,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-10-05 18:51:18,617,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-10-05 18:51:19,617,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-10-05 18:51:54,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 18:52:07,617,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-10-05 19:05:09,617,Fichier: Solution de la feuille de TD 1,Fichier,Module de cours consulté
2024-10-05 19:11:59,617,Fichier: Feuille TD2,Fichier,Module de cours consulté
2024-10-05 19:12:25,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 19:12:40,617,Fichier: Correction de la feuille de TD 2,Fichier,Module de cours consulté
2024-10-05 19:12:41,617,Fichier: Feuille TD2,Fichier,Module de cours consulté
2024-10-05 19:48:40,899,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 19:48:47,899,Fichier: Solution de la feuille de TD 1,Fichier,Module de cours consulté
2024-10-05 20:42:05,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-10-05 20:42:35,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test commencée
2024-10-05 20:42:36,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test consultée
2024-10-05 20:47:45,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test enregistrée automatiquement
2024-10-05 20:53:35,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test enregistrée automatiquement
2024-10-05 20:54:16,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test modifiée
2024-10-05 20:54:17,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Résumé de tentative de test consulté
2024-10-05 20:54:28,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test envoyée
2024-10-05 20:54:28,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-05 20:54:29,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-10-05 20:57:50,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-10-05 20:58:05,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 20:58:09,430,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-10-05 20:58:15,430,Test: Quiz – Leçon 1 : base,Test,Tentative de test commencée
2024-10-05 20:58:16,430,Test: Quiz – Leçon 1 : base,Test,Tentative de test consultée
2024-10-05 21:00:39,430,Test: Quiz – Leçon 1 : base,Test,Tentative de test modifiée
2024-10-05 21:00:40,430,Test: Quiz – Leçon 1 : base,Test,Résumé de tentative de test consulté
2024-10-05 21:00:46,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-05 21:00:46,430,Test: Quiz – Leçon 1 : base,Test,Tentative de test envoyée
2024-10-05 21:00:47,430,Test: Quiz – Leçon 1 : base,Test,Tentative de test relue
2024-10-05 21:01:03,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 22:21:03,273,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 22:21:22,273,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-10-05 22:26:06,273,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-05 22:26:18,273,Fichier: Conseils,Fichier,Module de cours consulté
2024-10-05 22:29:38,273,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-10-06 09:27:27,282,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 09:27:37,282,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-10-06 09:28:01,282,Fichier: Feuille TD2,Fichier,Module de cours consulté
2024-10-06 09:28:16,282,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 09:28:21,282,Fichier: Exemples sur les notions de base,Fichier,Module de cours consulté
2024-10-06 09:28:34,282,Fichier: Activités en autonomie sur les notions de base,Fichier,Module de cours consulté
2024-10-06 09:28:44,282,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-10-06 09:42:33,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 09:42:41,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-10-06 09:42:44,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-10-06 09:42:49,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test commencée
2024-10-06 09:42:50,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test consultée
2024-10-06 09:47:57,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test enregistrée automatiquement
2024-10-06 09:51:03,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test modifiée
2024-10-06 09:51:04,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Résumé de tentative de test consulté
2024-10-06 09:51:14,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 09:51:14,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test envoyée
2024-10-06 09:51:15,430,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-10-06 09:52:31,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 10:11:48,795,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 10:11:55,795,Fichier: Fiche de cours sur les itérations,Fichier,Module de cours consulté
2024-10-06 10:20:22,814,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 10:21:08,814,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-10-06 10:21:14,795,Fichier: Feuille de TD1,Fichier,Module de cours consulté
2024-10-06 10:21:17,795,Fichier: Solution de la feuille de TD1,Fichier,Module de cours consulté
2024-10-06 10:21:19,814,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-10-06 10:21:19,795,Fichier: Feuille de TD 2,Fichier,Module de cours consulté
2024-10-06 10:21:22,795,Fichier: Solution de la feuille de TD 2,Fichier,Module de cours consulté
2024-10-06 10:21:26,795,Fichier: Activités en autonomie sur les itérations,Fichier,Module de cours consulté
2024-10-06 10:21:29,795,Fichier: Corrigés des activités sur les itérations,Fichier,Module de cours consulté
2024-10-06 10:27:51,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 10:28:01,617,Fichier: Activités en autonomie sur les notions de base,Fichier,Module de cours consulté
2024-10-06 10:28:15,617,Fichier: Fiche de cours sur les conditionnelles,Fichier,Module de cours consulté
2024-10-06 10:41:19,617,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-10-06 10:43:29,430,Fichier: Activités en autonomie sur les tableaux à une dimension,Fichier,Module de cours consulté
2024-10-06 10:43:41,430,Fichier: Corrigé des activités en autonomie sur les tableaux à une dimension,Fichier,Module de cours consulté
2024-10-06 10:51:37,533,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 10:51:44,533,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-10-06 10:51:50,533,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-10-06 10:52:14,533,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 10:52:26,533,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-10-06 10:53:17,617,Test: Quiz – Leçon 2,Test,Module de cours consulté
2024-10-06 10:53:20,617,Test: Quiz – Leçon 2,Test,Tentative de test consultée
2024-10-06 10:53:20,617,Test: Quiz – Leçon 2,Test,Tentative de test commencée
2024-10-06 10:54:55,617,Test: Quiz – Leçon 2,Test,Tentative de test modifiée
2024-10-06 10:54:56,617,Test: Quiz – Leçon 2,Test,Résumé de tentative de test consulté
2024-10-06 10:54:59,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 10:54:59,617,Test: Quiz – Leçon 2,Test,Tentative de test envoyée
2024-10-06 10:55:00,617,Test: Quiz – Leçon 2,Test,Tentative de test relue
2024-10-06 10:55:36,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 10:55:39,617,Test: Quiz – Leçon 2,Test,Module de cours consulté
2024-10-06 10:55:43,617,Test: Quiz – Leçon 2,Test,Tentative de test consultée
2024-10-06 10:55:43,617,Test: Quiz – Leçon 2,Test,Tentative de test commencée
2024-10-06 10:56:15,617,Test: Quiz – Leçon 2,Test,Tentative de test modifiée
2024-10-06 10:56:16,617,Test: Quiz – Leçon 2,Test,Résumé de tentative de test consulté
2024-10-06 10:56:19,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 10:56:19,617,Test: Quiz – Leçon 2,Test,Tentative de test envoyée
2024-10-06 10:56:20,617,Test: Quiz – Leçon 2,Test,Tentative de test relue
2024-10-06 10:56:25,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 10:56:30,617,Fichier: Exemples sur les conditionnelles,Fichier,Module de cours consulté
2024-10-06 11:00:32,430,Test: Test : Ch. 5 – Tableau à une dimension,Test,Module de cours consulté
2024-10-06 11:00:36,430,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test commencée
2024-10-06 11:00:36,430,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test consultée
2024-10-06 11:01:57,617,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-10-06 11:02:01,617,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-10-06 11:02:01,617,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-10-06 11:05:23,617,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-10-06 11:05:24,617,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-10-06 11:05:28,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 11:05:28,617,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-10-06 11:05:29,617,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-10-06 11:05:54,430,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test enregistrée automatiquement
2024-10-06 11:05:56,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:06:11,617,Fichier: Fiche de cours sur les itérations,Fichier,Module de cours consulté
2024-10-06 11:09:44,430,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test modifiée
2024-10-06 11:09:45,430,Test: Test : Ch. 5 – Tableau à une dimension,Test,Résumé de tentative de test consulté
2024-10-06 11:09:50,430,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test envoyée
2024-10-06 11:09:50,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 11:09:51,430,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test relue
2024-10-06 11:12:17,430,Test: Test : Ch. 5 – Tableau à une dimension,Test,Module de cours consulté
2024-10-06 11:12:28,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:12:37,430,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-10-06 11:12:43,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:12:46,430,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-10-06 11:12:50,430,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test commencée
2024-10-06 11:12:50,430,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test consultée
2024-10-06 11:15:32,430,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test modifiée
2024-10-06 11:15:32,430,Test: Quiz – Leçon 1 : booléens,Test,Résumé de tentative de test consulté
2024-10-06 11:15:37,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 11:15:37,430,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test envoyée
2024-10-06 11:15:38,430,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test relue
2024-10-06 11:19:26,430,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-10-06 11:19:33,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:19:41,430,Test: Test : Ch. 5 – Tableau à une dimension,Test,Module de cours consulté
2024-10-06 11:19:49,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:20:59,617,Test: Quiz – Leçon 3,Test,Module de cours consulté
2024-10-06 11:21:01,617,Test: Quiz – Leçon 3,Test,Tentative de test commencée
2024-10-06 11:21:02,617,Test: Quiz – Leçon 3,Test,Tentative de test consultée
2024-10-06 11:24:34,617,Test: Quiz – Leçon 3,Test,Tentative de test modifiée
2024-10-06 11:24:35,617,Test: Quiz – Leçon 3,Test,Résumé de tentative de test consulté
2024-10-06 11:24:38,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 11:24:38,617,Test: Quiz – Leçon 3,Test,Tentative de test envoyée
2024-10-06 11:24:39,617,Test: Quiz – Leçon 3,Test,Tentative de test relue
2024-10-06 11:26:19,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:26:23,617,Test: Quiz – Leçon 3,Test,Module de cours consulté
2024-10-06 11:26:26,617,Test: Quiz – Leçon 3,Test,Tentative de test consultée
2024-10-06 11:26:26,617,Test: Quiz – Leçon 3,Test,Tentative de test commencée
2024-10-06 11:27:10,617,Test: Quiz – Leçon 3,Test,Tentative de test modifiée
2024-10-06 11:27:11,617,Test: Quiz – Leçon 3,Test,Résumé de tentative de test consulté
2024-10-06 11:27:15,617,Test: Quiz – Leçon 3,Test,Tentative de test relue
2024-10-06 11:27:15,617,Test: Quiz – Leçon 3,Test,Tentative de test envoyée
2024-10-06 11:27:15,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 11:27:20,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:27:23,617,Fichier: Fiche de cours sur les sous-algorithmes,Fichier,Module de cours consulté
2024-10-06 11:37:05,430,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Module de cours consulté
2024-10-06 11:40:51,430,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test consultée
2024-10-06 11:40:51,430,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test commencée
2024-10-06 11:44:50,430,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test modifiée
2024-10-06 11:44:51,430,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Résumé de tentative de test consulté
2024-10-06 11:44:56,430,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test envoyée
2024-10-06 11:44:56,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 11:44:57,430,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test relue
2024-10-06 11:46:27,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:46:35,430,Fichier: Activités en autonomie sur les notions de base,Fichier,Module de cours consulté
2024-10-06 11:46:53,430,Fichier: Corrigés des activités sur les notions de base,Fichier,Module de cours consulté
2024-10-06 11:49:45,430,Test: Quiz – Leçon 1 : algorithmes,Test,Module de cours consulté
2024-10-06 11:49:51,430,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test consultée
2024-10-06 11:49:51,430,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test commencée
2024-10-06 11:51:23,617,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-10-06 11:51:29,617,Test: Quiz – Leçon 4,Test,Tentative de test commencée
2024-10-06 11:51:29,617,Test: Quiz – Leçon 4,Test,Tentative de test consultée
2024-10-06 11:53:20,430,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test modifiée
2024-10-06 11:53:21,430,Test: Quiz – Leçon 1 : algorithmes,Test,Résumé de tentative de test consulté
2024-10-06 11:53:26,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 11:53:26,430,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test envoyée
2024-10-06 11:53:27,430,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test relue
2024-10-06 11:54:05,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:54:11,430,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-10-06 11:54:21,430,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test commencée
2024-10-06 11:54:21,430,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test consultée
2024-10-06 11:54:23,617,Test: Quiz – Leçon 4,Test,Tentative de test modifiée
2024-10-06 11:54:24,617,Test: Quiz – Leçon 4,Test,Résumé de tentative de test consulté
2024-10-06 11:54:28,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 11:54:28,617,Test: Quiz – Leçon 4,Test,Tentative de test envoyée
2024-10-06 11:54:28,617,Test: Quiz – Leçon 4,Test,Tentative de test relue
2024-10-06 11:54:57,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:55:00,617,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-10-06 11:55:03,617,Test: Quiz – Leçon 4,Test,Tentative de test commencée
2024-10-06 11:55:03,617,Test: Quiz – Leçon 4,Test,Tentative de test consultée
2024-10-06 11:55:42,617,Test: Quiz – Leçon 4,Test,Tentative de test modifiée
2024-10-06 11:55:43,617,Test: Quiz – Leçon 4,Test,Résumé de tentative de test consulté
2024-10-06 11:55:46,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 11:55:46,617,Test: Quiz – Leçon 4,Test,Tentative de test envoyée
2024-10-06 11:55:47,617,Test: Quiz – Leçon 4,Test,Tentative de test relue
2024-10-06 11:55:51,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 11:55:58,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-10-06 11:56:00,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test commencée
2024-10-06 11:56:01,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test consultée
2024-10-06 11:59:21,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test modifiée
2024-10-06 11:59:22,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Résumé de tentative de test consulté
2024-10-06 11:59:24,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 11:59:24,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test envoyée
2024-10-06 11:59:25,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-10-06 12:01:58,430,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test modifiée
2024-10-06 12:01:59,430,Test: Quiz – Leçon 1 : booléens,Test,Résumé de tentative de test consulté
2024-10-06 12:02:04,430,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 12:02:04,430,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test envoyée
2024-10-06 12:02:05,430,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test relue
2024-10-06 12:03:55,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-10-06 12:03:58,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test commencée
2024-10-06 12:03:58,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test consultée
2024-10-06 12:05:27,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test modifiée
2024-10-06 12:05:28,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Résumé de tentative de test consulté
2024-10-06 12:05:30,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 12:05:30,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test envoyée
2024-10-06 12:05:31,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-10-06 12:06:08,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-10-06 12:06:11,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test commencée
2024-10-06 12:06:11,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test consultée
2024-10-06 12:06:41,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test modifiée
2024-10-06 12:06:42,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Résumé de tentative de test consulté
2024-10-06 12:06:45,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-10-06 12:06:45,617,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-10-06 12:06:45,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test envoyée
2024-10-06 14:04:24,43,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 14:04:37,43,Fichier: Conseils,Fichier,Module de cours consulté
2024-10-06 14:05:05,43,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-10-06 14:05:37,43,Fichier: Contrat,Fichier,Module de cours consulté
2024-10-06 14:06:06,43,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-10-06 14:06:15,43,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 14:53:50,617,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-10-06 15:31:51,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-10-06 15:33:29,400,Fichier: Fiche de cours sur les itérations,Fichier,Module de cours consulté
2024-10-06 15:35:09,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-10-06 15:35:24,400,Fichier: Notions supplémentaires,Fichier,Module de cours consulté
2024-10-06 15:35:43,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-10-06 15:35:47,400,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-10-06 15:36:04,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-10-06 15:36:09,400,Fichier: Instructions conditionnelles,Fichier,Module de cours consulté
2024-10-06 15:36:19,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-10-06 16:38:14,570,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
